model_card_ms,ai_model_ms,bias_analysis_ms,xai_analysis_ms,deployments_ms
1.188867725431919,1.8461360596120358,1.032574102282524,0.8959872648119926,1.7129541374742985
1.1968417093157768,0.9573516435921192,0.9619412012398243,1.0121450759470463,1.685052178800106
1.0436838492751122,0.856603030115366,0.9037009440362453,0.8676629513502121,1.6597649082541466
1.0334858670830727,0.8742059580981731,0.8815592154860497,0.8719321340322495,1.7178738489747047
1.2160497717559338,0.941550824791193,0.8364845998585224,0.9019789285957813,1.5468709170818329
0.9977291338145733,0.8444385603070259,0.8841748349368572,1.0234559886157513,1.66217889636755
1.2422981671988964,1.0340851731598377,0.8681942708790302,0.8508022874593735,1.8441719003021717
1.4307228848338127,0.9024888277053833,0.8788350969552994,0.8846139535307884,1.569023821502924
1.0892902500927448,1.7511560581624508,0.8944841101765633,0.8425950072705746,1.5859170816838741
1.014620065689087,1.042432151734829,1.260894350707531,0.8523142896592617,1.5635732561349869
1.0052528232336044,0.8528446778655052,0.9705070406198502,0.8672429248690605,1.6017751768231392
1.0185372084379196,0.8607511408627033,0.8985111489892006,2.0804451778531075,1.5546362847089767
1.0342658497393131,0.8509019389748573,1.4586960896849632,0.9519117884337902,1.68900890275836
1.8868823535740376,0.9070080704987049,0.8692648261785507,0.8395309560000896,1.5223845839500427
1.017887145280838,1.1625480838119984,1.1776871979236603,0.8779820054769516,1.6541550867259502
3.328645136207342,0.8757389150559902,1.225947868078947,0.8337590843439102,1.6485126689076424
3.4352759830653667,0.8870796300470829,0.8136010728776455,0.8247741498053074,1.6537518240511417
0.9774789214134216,1.1225631460547447,0.8826120756566525,0.8092029020190239,1.5570907853543758
1.0152999311685562,0.8861483074724674,0.8658203296363354,0.8063879795372486,1.6188258305191994
1.6480018384754658,1.009881030768156,0.8941530250012875,1.7438428476452827,2.186435740441084
1.5393178910017014,1.168849878013134,1.0957429185509682,0.799854751676321,4.364416003227234
1.0664467699825764,1.7031962051987648,3.1186300329864025,1.8659429624676704,1.555928960442543
3.4306379966437817,0.8877711370587349,1.1164923198521137,0.8777021430432796,1.555528026074171
1.14835100248456,1.246076077222824,1.1690412648022175,1.0292669758200645,1.5947530046105385
0.9636441245675087,1.1642412282526493,0.7848776876926422,0.8282801136374474,1.5664082020521164
0.9904853068292141,0.8892533369362354,1.0280553251504898,0.9487359784543514,1.5239287167787552
1.0271230712532997,0.7982519455254078,1.1944989673793316,1.151357777416706,2.1641221828758717
1.1356067843735218,0.8312459103763103,0.8251429535448551,0.8763796649873257,1.614527776837349
1.0061729699373245,0.8638361468911171,0.7763616740703583,0.8457810617983341,1.640257891267538
0.9829308837652206,0.791340135037899,0.8155549876391888,0.8012577891349792,2.0681628957390785
1.0003438219428062,0.8419649675488472,0.8813091553747654,0.8420143276453018,1.5578530728816986
0.936552882194519,0.8482360281050205,0.7836148142814636,0.7563228718936443,1.430031843483448
1.212902832776308,0.7698000408709049,0.7996349595487118,0.8090930059552193,1.4716889709234238
1.1503859423100948,1.4041042886674404,1.0976670309901237,1.0165232233703136,1.709887757897377
1.0083368979394436,1.1293347924947739,0.8911481127142906,0.9343991987407207,1.7002909444272518
1.1799209751188755,0.8954759687185287,0.902579165995121,0.8286191150546074,1.7099692486226559
1.603487879037857,2.8039789758622646,2.206974197179079,0.9552901610732079,1.744573935866356
1.1804820969700813,0.8796458132565022,0.8883010596036911,0.8647092618048191,1.63299310952425
1.4883121475577354,0.8473549969494343,0.8043237030506134,0.9398888796567917,2.0690159872174263
1.308112870901823,1.2366380542516708,1.0603852570056915,0.89615723118186,1.6932878643274307
1.1265100911259651,0.9480738081037998,1.020300667732954,0.9582238271832466,1.8015108071267605
1.2220409698784351,0.8735442534089088,0.8297017775475979,0.823379959911108,1.6022659838199615
1.2111496180295944,0.8354322053492069,0.8357437327504158,0.8617020212113857,1.7097578383982182
1.086534932255745,0.8603492751717567,0.8235308341681957,0.8149840869009495,1.5124566853046417
1.0078479535877705,0.868143979460001,0.917437020689249,0.8689863607287407,1.6763759776949883
1.0867160744965076,0.8668419905006886,0.8641858585178852,1.2759510427713394,2.4996157735586166
1.3952557928860188,2.3633078671991825,1.033636275678873,1.1457768268883228,2.271627075970173
1.1785179376602173,1.1356067843735218,0.976337119936943,0.9389668703079224,1.7809229902923107
1.268899068236351,1.1267508380115032,0.9864768944680691,0.9365729056298733,1.676585990935564
1.0815858840942383,1.0054223239421844,1.0933782905340195,0.9531439282000065,1.5650764107704163
1.0071545839309692,0.9028501808643341,0.8132108487188816,0.8779419586062431,1.590572763234377
0.9873579256236553,0.8268970996141434,0.8317157626152039,0.9820582345128059,1.6654548235237598
1.0119942016899586,0.8280300535261631,0.8295010775327682,0.9194407612085342,1.581466756761074
0.9278268553316593,0.8277976885437965,0.7944959215819836,0.7865801453590393,1.7629479989409447
1.1370708234608173,1.0007526725530624,0.8768211118876934,0.9153420105576515,1.569676212966442
1.0736510157585144,0.9432360529899597,0.9839232079684734,0.9479043073952198,1.6760840080678463
1.0823076590895653,0.902930274605751,1.1051897890865803,0.8393013849854469,1.5272339805960655
1.2376392260193825,0.9190002456307411,0.8745170198380947,0.7993839681148529,1.5305522829294205
1.2374790385365486,0.8595483377575874,0.9024492464959621,0.8469941094517708,1.563211902976036
1.1510271579027176,0.9021689184010029,0.8309041149914265,0.9086588397622108,1.620159950107336
1.6209520399570465,1.5916358679533005,0.852544791996479,0.8570426143705845,1.6009332612156868
1.0235770605504513,0.8603092283010483,0.8170879445970058,1.2443531304597855,1.7084861174225807
1.0994691401720047,0.9719310328364372,1.1128750629723072,0.9606680832803249,1.6257502138614655
1.122863031923771,0.9672814048826694,0.9870189242064953,0.9819581173360348,1.6486737877130508
1.147962175309658,0.9979084134101868,0.9744139388203621,1.0796720162034035,1.6331137157976627
1.1239862069487572,0.9575230069458485,0.9636040776968002,0.9338078089058399,1.5522022731602192
