request_id,connection_ms,handshake_ms,resource_read_ms,tool_call_ms,total_time_ms,database_ms,operation_type
1,12.57601985707879,3.395445179194212,7919.722266960889,0,8052.612100727856,7254.398193676025,modelcard
1,11.960753705352545,3.2760100439190865,0,13.316312804818153,45.38542265072465,7.965519092977047,edge
