request_id,dns_lookup_ms,tcp_connect_ms,tls_handshake_ms,time_pretransfer_ms,time_to_first_byte_ms,total_time_ms,database_ms,operation_type
1,0.017,0.408,0,0.46099999999999997,8632.398000000001,8664.214,7448.622501920909,modelcard
1,0.016,0.315,0,0.393,10.654,14.697,9.230388328433037,edge
